accession,family
NC_019495.1,Alloherpesviridae
NC_009127.1,Alloherpesviridae
NC_017977.1,Potyviridae
NC_018616.1,Caulimoviridae
NC_018716.1,Geminiviridae
NC_018718.1,Geminiviridae
NC_023842.1,Parvoviridae
NC_008028.1,Potyviridae
NC_008020.1,Betaflexiviridae
NC_003537.1,Potyviridae
NC_018715.1,Geminiviridae
NC_018717.1,Geminiviridae
NC_028231.1,Rhabdoviridae
NC_026943.1,Parvoviridae
NC_007218.1,Parvoviridae
NC_011545.2,Parvoviridae
NC_014357.1,Parvoviridae
NC_002190.2,Parvoviridae
NC_004830.2,Iflaviridae
NC_013697.1,Myoviridae
NC_029803.1,Geminiviridae
NC_029804.1,Geminiviridae
NC_028702.1,Podoviridae
NC_027348.2,Podoviridae
NC_035117.1,Herpesviridae
NC_025899.1,Polyomaviridae
NC_001524.1,Papillomaviridae
NC_001523.1,Papillomaviridae
NC_001789.1,Papillomaviridae
NC_001522.1,Papillomaviridae
NC_011051.1,Papillomaviridae
NC_015267.1,Papillomaviridae
NC_025838.1,Reoviridae
NC_025839.1,Reoviridae
NC_025840.1,Reoviridae
NC_025841.1,Reoviridae
NC_025842.1,Reoviridae
NC_025843.1,Reoviridae
NC_025844.1,Reoviridae
NC_025845.1,Reoviridae
NC_025846.1,Reoviridae
NC_025847.1,Reoviridae
NC_025848.1,Reoviridae
NC_025849.1,Reoviridae
NC_025850.1,Reoviridae
NC_025851.1,Reoviridae
NC_025852.1,Reoviridae
NC_025853.1,Reoviridae
NC_005898.1,Alphatetraviridae
NC_005899.1,Alphatetraviridae
NC_001477.1,Flaviviridae
NC_001475.2,Flaviviridae
NC_002640.1,Flaviviridae
NC_001474.2,Flaviviridae
NC_034510.1,Hantaviridae
NC_034520.1,Hantaviridae
NC_034521.1,Hantaviridae
NC_008494.1,Geminiviridae
NC_008495.1,Geminiviridae
NC_027117.1,Retroviridae
NC_032097.1,Parvoviridae
NC_028122.1,Polyomaviridae
NC_034254.1,Orthomyxoviridae
NC_034255.1,Orthomyxoviridae
NC_034256.1,Orthomyxoviridae
NC_034261.1,Orthomyxoviridae
NC_034262.1,Orthomyxoviridae
NC_034263.1,Orthomyxoviridae
NC_030451.1,Rhabdoviridae
NC_011335.1,Ascoviridae
NC_034384.1,Iflaviridae
NC_036586.1,Mesoniviridae
NC_030296.1,Parvoviridae
NC_011086.1,Tymoviridae
NC_001899.1,Parvoviridae
NC_028491.1,Baculoviridae
NC_025452.1,Myoviridae
NC_019925.1,Myoviridae
NC_003856.1,Geminiviridae
NC_003857.1,Geminiviridae
NC_027782.1,Circoviridae
NC_018579.1,Geminiviridae
NC_014547.1,Geminiviridae
NC_001478.1,Geminiviridae
NC_022614.1,Partitiviridae
NC_022615.1,Partitiviridae
NC_021147.1,Partitiviridae
NC_021148.1,Partitiviridae
NC_025835.1,Iflaviridae
NC_024367.1,Podoviridae
NC_009010.1,Caulimoviridae
NC_031763.1,Secoviridae
NC_031766.1,Secoviridae
NC_012685.1,Parvoviridae
NC_011317.1,Parvoviridae
NC_012636.1,Parvoviridae
NC_004285.1,Parvoviridae
NC_002797.1,Partitiviridae
NC_002800.1,Partitiviridae
NC_003710.1,Partitiviridae
NC_003711.1,Partitiviridae
NC_019029.1,Betaflexiviridae
NC_019030.1,Betaflexiviridae
NC_005233.1,Hantaviridae
NC_005234.1,Hantaviridae
NC_005235.1,Hantaviridae
NC_026768.1,Polyomaviridae
NC_026770.1,Polyomaviridae
NC_026769.1,Polyomaviridae
NC_005338.2,Geminiviridae
NC_024779.1,Geminiviridae
NC_025406.1,Rhabdoviridae
NC_016997.1,Flaviviridae
NC_022894.1,Alphaflexiviridae
NC_021197.1,Potyviridae
NC_008034.1,Caulimoviridae
NC_023886.1,Circoviridae
NC_023869.1,Circoviridae
NC_023868.1,Circoviridae
NC_023866.1,Circoviridae
NC_019497.1,Geminiviridae
NC_027711.1,Astroviridae
NC_035186.1,Parvoviridae
NC_035185.1,Parvoviridae
NC_025959.1,Circoviridae
NC_001834.1,Dicistroviridae
NC_013135.1,Rhabdoviridae
NC_013499.1,Totiviridae
NC_022580.1,Rhabdoviridae
NC_004169.1,Birnaviridae
NC_004177.1,Birnaviridae
NC_034977.1,Circoviridae
NC_012437.1,Astroviridae
NC_001813.1,Adenoviridae
AC_000004.1,Adenoviridae
NC_024486.1,Adenoviridae
NC_006561.1,Circoviridae
NC_005053.1,Circoviridae
NC_007220.1,Circoviridae
NC_001344.1,Hepadnaviridae
NC_024120.1,Picornaviridae
NC_023985.1,Picornaviridae
NC_004157.1,Hantaviridae
NC_004158.1,Hantaviridae
NC_004159.1,Hantaviridae
NC_007609.1,Tymoviridae
NC_020810.1,Rhabdoviridae
NC_023882.1,Papillomaviridae
NC_011280.1,Papillomaviridae
NC_013117.1,Papillomaviridae
NC_011765.1,Papillomaviridae
NC_020085.1,Papillomaviridae
NC_023895.1,Papillomaviridae
NC_014143.1,Papillomaviridae
NC_016013.1,Papillomaviridae
NC_015325.1,Papillomaviridae
NC_023496.1,Papillomaviridae
NC_018076.1,Papillomaviridae
NC_017862.1,Papillomaviridae
NC_020500.1,Papillomaviridae
NC_023178.1,Papillomaviridae
NC_007612.1,Papillomaviridae
NC_011530.1,Papillomaviridae
NC_004625.1,Geminiviridae
NC_004630.1,Geminiviridae
NC_011583.1,Geminiviridae
NC_011584.1,Geminiviridae
NC_022644.1,Geminiviridae
NC_022645.1,Geminiviridae
NC_004674.1,Geminiviridae
NC_004676.1,Geminiviridae
NC_004655.1,Geminiviridae
NC_004656.2,Geminiviridae
NC_007728.1,Potyviridae
NC_003899.1,Togaviridae
NC_016660.1,Geminiviridae
NC_002687.1,Phycodnaviridae
NC_004105.1,Poxviridae
NC_008586.1,Baculoviridae
NC_005092.1,Iflaviridae
NC_030289.1,Flaviviridae
NC_026611.1,Myoviridae
NC_028683.1,Myoviridae
NC_023555.1,Siphoviridae
NC_019420.1,Podoviridae
NC_020082.1,Myoviridae
NC_021342.2,Myoviridae
NC_026665.1,Microviridae
NC_001480.1,Tymoviridae
NC_023339.1,Tombusviridae
NC_025389.1,Rhabdoviridae
NC_033740.1,Papillomaviridae
NC_033745.1,Papillomaviridae
NC_020068.1,Polyomaviridae
NC_018615.1,Togaviridae
NC_002701.1,Totiviridae
NC_026140.1,Totiviridae
NC_024778.1,Bornaviridae
NC_029085.1,Betaflexiviridae
NC_029086.1,Betaflexiviridae
NC_029087.1,Betaflexiviridae
NC_029088.1,Betaflexiviridae
NC_029089.1,Betaflexiviridae
NC_026239.1,Tombusviridae
NC_028379.1,Herpesviridae
NC_024696.1,Herpesviridae
NC_020474.2,Herpesviridae
NC_003568.1,Bromoviridae
NC_003569.1,Bromoviridae
NC_003570.1,Bromoviridae
NC_035473.1,Geminiviridae
NC_010307.1,Geminiviridae
NC_007346.1,Phycodnaviridae
NC_034273.1,Potyviridae
NC_023873.1,Papillomaviridae
NC_008718.1,Flaviviridae
NC_031048.1,Myoviridae
NC_029102.1,Podoviridae
NC_028795.1,Podoviridae
NC_019485.1,Podoviridae
NC_019524.2,Siphoviridae
NC_028772.1,Podoviridae
NC_028695.2,Siphoviridae
NC_031077.1,Podoviridae
NC_023561.1,Myoviridae
NC_011045.1,Podoviridae
NC_015249.1,Podoviridae
NC_004913.3,Podoviridae
NC_000902.1,Podoviridae
NC_011040.1,Podoviridae
NC_004813.1,Siphoviridae
NC_019920.1,Leviviridae
NC_009514.1,Siphoviridae
NC_011042.1,Podoviridae
NC_006949.1,Siphoviridae
NC_025824.1,Inoviridae
NC_004301.1,Leviviridae
NC_022750.1,Myoviridae
NC_025425.1,Myoviridae
NC_019922.1,Leviviridae
NC_019768.1,Siphoviridae
NC_019710.1,Siphoviridae
NC_019717.1,Siphoviridae
NC_019714.1,Siphoviridae
NC_019769.1,Siphoviridae
NC_019767.1,Siphoviridae
NC_019711.1,Siphoviridae
NC_019723.1,Siphoviridae
NC_019719.1,Siphoviridae
NC_019501.1,Podoviridae
NC_025445.1,Podoviridae
NC_010105.1,Myoviridae
NC_007456.1,Podoviridae
NC_019707.1,Leviviridae
NC_019706.1,Siphoviridae
NC_019708.1,Siphoviridae
NC_019704.1,Siphoviridae
NC_019716.1,Siphoviridae
NC_019709.1,Siphoviridae
NC_019705.1,Siphoviridae
NC_001609.1,Myoviridae
NC_026014.1,Myoviridae
NC_021190.1,Siphoviridae
NC_023693.1,Myoviridae
NC_010106.1,Myoviridae
NC_003356.1,Myoviridae
NC_001422.1,Microviridae
NC_025448.1,Myoviridae
NC_027979.1,Myoviridae
NC_012635.1,Myoviridae
NC_027398.1,Podoviridae
NC_027339.1,Myoviridae
NC_003444.1,Myoviridae
NC_005841.1,Podoviridae
NC_003298.1,Podoviridae
NC_031019.1,Podoviridae
NC_020414.2,Podoviridae
NC_019403.1,Podoviridae
NC_031050.1,Siphoviridae
NC_019526.1,Myoviridae
NC_028656.1,Podoviridae
NC_007821.1,Microviridae
NC_019720.1,Siphoviridae
NC_019715.1,Siphoviridae
NC_019721.1,Siphoviridae
NC_031260.1,Siphoviridae
NC_027335.2,Myoviridae
NC_025465.1,Siphoviridae
NC_012419.1,Siphoviridae
NC_025453.1,Siphoviridae
NC_029009.1,Myoviridae
NC_029026.1,Myoviridae
NC_015270.1,Siphoviridae
NC_023595.2,Siphoviridae
NC_023551.1,Siphoviridae
NC_024356.1,Siphoviridae
NC_028826.1,Siphoviridae
NC_013696.1,Siphoviridae
NC_013644.1,Siphoviridae
NC_031051.1,Siphoviridae
NC_025467.1,Podoviridae
NC_028693.2,Podoviridae
NC_028990.1,Siphoviridae
NC_028671.2,Siphoviridae
NC_029016.1,Siphoviridae
NC_018086.1,Siphoviridae
NC_013646.1,Siphoviridae
NC_013643.1,Siphoviridae
NC_013648.1,Siphoviridae
NC_009904.1,Myoviridae
NC_024212.1,Siphoviridae
NC_001612.1,Picornaviridae
NC_033695.1,Picornaviridae
NC_001472.1,Picornaviridae
NC_002058.3,Picornaviridae
NC_001430.1,Picornaviridae
NC_001859.1,Picornaviridae
NC_008714.1,Picornaviridae
NC_021220.1,Picornaviridae
NC_004441.1,Picornaviridae
NC_034267.1,Picornaviridae
NC_003988.1,Picornaviridae
NC_010415.1,Picornaviridae
NC_013695.1,Picornaviridae
NC_029905.1,Picornaviridae
NC_024073.1,Picornaviridae
NC_004994.2,Retroviridae
NC_018875.1,Baculoviridae
NC_003083.1,Baculoviridae
NC_028461.1,Iridoviridae
NC_013396.1,Reoviridae
NC_013397.1,Reoviridae
NC_013398.1,Reoviridae
NC_013399.1,Reoviridae
NC_013400.1,Reoviridae
NC_013401.1,Reoviridae
NC_013402.1,Reoviridae
NC_013403.1,Reoviridae
NC_013404.1,Reoviridae
NC_013405.1,Reoviridae
NC_004195.1,Papillomaviridae
NC_035460.1,Poxviridae
NC_001491.2,Herpesviridae
NC_024771.1,Herpesviridae
NC_001844.1,Herpesviridae
NC_017826.1,Herpesviridae
NC_011644.1,Herpesviridae
NC_001650.2,Herpesviridae
NC_026421.1,Herpesviridae
NC_002532.2,Arteriviridae
NC_002201.1,Retroviridae
NC_024889.1,Flaviviridae
NC_001450.1,Retroviridae
NC_030792.1,Adenoviridae
NC_027705.1,Adenoviridae
NC_012123.1,Papillomaviridae
NC_017982.1,Polyomaviridae
NC_031756.1,Papillomaviridae
NC_020084.1,Papillomaviridae
NC_020501.1,Papillomaviridae
NC_012664.1,Geminiviridae
NC_015553.1,Geminiviridae
NC_010352.1,Geminiviridae
NC_003983.1,Picornaviridae
NC_009549.1,Geminiviridae
NC_025257.1,Baculoviridae
NC_019932.1,Myoviridae
NC_022744.1,Podoviridae
NC_016767.1,Podoviridae
NC_019926.1,Podoviridae
NC_027340.1,Myoviridae
NC_023610.1,Siphoviridae
NC_019929.1,Siphoviridae
NC_015295.1,Myoviridae
NC_031107.2,Myoviridae
NC_031126.1,Myoviridae
NC_031007.1,Myoviridae
NC_031127.1,Myoviridae
NC_031010.1,Myoviridae
NC_031043.1,Myoviridae
NC_019504.1,Myoviridae
NC_019510.1,Podoviridae
NC_019514.1,Podoviridae
NC_011811.1,Myoviridae
NC_015292.1,Myoviridae
NC_023557.1,Myoviridae
NC_023579.1,Podoviridae
NC_009014.1,Podoviridae
NC_031062.2,Podoviridae
NC_001977.1,Tymoviridae
NC_029078.1,Siphoviridae
NC_029095.1,Endornaviridae
NC_025447.1,Myoviridae
NC_031114.1,Podoviridae
NC_029091.1,Myoviridae
NC_025830.1,Myoviridae
NC_027387.1,Podoviridae
NC_013594.1,Myoviridae
NC_027330.1,Podoviridae
NC_025441.1,Myoviridae
NC_031081.1,Siphoviridae
NC_031113.1,Siphoviridae
NC_016158.1,Siphoviridae
NC_016160.1,Siphoviridae
NC_031047.1,Myoviridae
NC_031937.1,Podoviridae
NC_021344.2,Myoviridae
NC_031934.1,Myoviridae
NC_018846.1,Podoviridae
NC_028822.1,Podoviridae
NC_028863.1,Podoviridae
NC_027364.1,Myoviridae
NC_024379.1,Podoviridae
NC_020079.1,Myoviridae
NC_019520.1,Podoviridae
NC_027381.1,Podoviridae
NC_028896.1,Myoviridae
NC_028943.1,Myoviridae
NC_028831.1,Siphoviridae
NC_028927.1,Myoviridae
NC_028901.1,Siphoviridae
NC_028780.1,Myoviridae
NC_028448.1,Myoviridae
NC_028248.1,Myoviridae
NC_019445.1,Podoviridae
NC_031030.2,Myoviridae
NC_031082.1,Myoviridae
NC_024794.1,Myoviridae
NC_031103.1,Myoviridae
NC_031943.1,Podoviridae
NC_031928.1,Myoviridae
NC_019505.1,Myoviridae
NC_028903.1,Podoviridae
NC_001317.1,Myoviridae
NC_028660.1,Podoviridae
NC_027984.1,Podoviridae
NC_022968.1,Myoviridae
NC_000924.1,Podoviridae
NC_024146.1,Siphoviridae
NC_019404.1,Siphoviridae
NC_019725.1,Siphoviridae
NC_024793.1,Siphoviridae
NC_024784.1,Siphoviridae
NC_017969.1,Siphoviridae
NC_024789.1,Siphoviridae
NC_001330.1,Microviridae
NC_024786.1,Podoviridae
NC_024790.1,Podoviridae
NC_027983.1,Myoviridae
NC_028825.1,Myoviridae
NC_024142.2,Podoviridae
NC_019500.1,Myoviridae
NC_001426.1,Leviviridae
NC_019399.1,Myoviridae
NC_028776.1,Siphoviridae
NC_016570.1,Myoviridae
NC_014662.1,Myoviridae
NC_027995.1,Myoviridae
NC_027356.1,Siphoviridae
NC_024125.2,Myoviridae
NC_024210.1,Siphoviridae
NC_023743.1,Siphoviridae
NC_027369.1,Myoviridae
NC_018859.1,Podoviridae
NC_018854.1,Podoviridae
NC_025449.1,Myoviridae
NC_025446.1,Myoviridae
NC_024783.1,Siphoviridae
NC_025430.1,Myoviridae
NC_010583.1,Siphoviridae
NC_024139.1,Siphoviridae
NC_024134.1,Myoviridae
NC_028902.1,Leviviridae
NC_019517.1,Myoviridae
NC_001420.2,Microviridae
NC_007856.1,Microviridae
NC_015933.1,Podoviridae
NC_002166.1,Siphoviridae
NC_019724.1,Siphoviridae
NC_002167.1,Siphoviridae
NC_018855.1,Myoviridae
NC_027349.1,Myoviridae
NC_028872.1,Myoviridae
NC_001332.1,Inoviridae
NC_001954.1,Inoviridae
NC_014260.1,Myoviridae
NC_019503.1,Myoviridae
NC_019423.1,Podoviridae
NC_029021.1,Siphoviridae
NC_029028.1,Siphoviridae
NC_028997.1,Siphoviridae
NC_022323.1,Myoviridae
NC_029023.1,Myoviridae
NC_019419.2,Siphoviridae
NC_024124.2,Myoviridae
NC_012741.1,Myoviridae
NC_012740.1,Myoviridae
NC_008152.1,Podoviridae
NC_007637.1,Podoviridae
NC_027993.1,Siphoviridae
NC_027994.1,Siphoviridae
NC_015719.1,Podoviridae
NC_007291.1,Siphoviridae
NC_001416.1,Siphoviridae
NC_003287.2,Inoviridae
NC_010237.1,Podoviridae
NC_001417.2,Leviviridae
NC_000929.1,Myoviridae
NC_001901.1,Siphoviridae
NC_008720.1,Podoviridae
NC_018835.1,Podoviridae
NC_005856.1,Myoviridae
NC_001895.1,Myoviridae
NC_028449.1,Podoviridae
NC_019452.1,Myoviridae
NC_009821.1,Myoviridae
NC_010324.1,Podoviridae
NC_001730.1,Microviridae
NC_007804.2,Podoviridae
NC_001890.1,Leviviridae
NC_028847.1,Myoviridae
NC_012638.1,Myoviridae
NC_014467.1,Myoviridae
NC_025419.1,Myoviridae
NC_008515.1,Myoviridae
NC_007023.1,Myoviridae
NC_005066.1,Myoviridae
NC_004928.1,Myoviridae
NC_019718.1,Siphoviridae
NC_007603.1,Siphoviridae
NC_023593.1,Podoviridae
NC_027378.1,Siphoviridae
NC_028840.1,Siphoviridae
NC_012223.2,Siphoviridae
NC_012868.1,Microviridae
NC_004914.3,Podoviridae
NC_027395.1,Podoviridae
NC_028808.2,Myoviridae
NC_028935.2,Myoviridae
NC_005833.1,Siphoviridae
NC_000866.4,Myoviridae
NC_005859.1,Siphoviridae
NC_001604.1,Podoviridae
NC_007817.1,Microviridae
NC_019442.1,Podoviridae
NC_009540.1,Siphoviridae
NC_011041.1,Myoviridae
NC_027337.1,Myoviridae
NC_028894.1,Myoviridae
NC_028925.1,Myoviridae
NC_028957.1,Myoviridae
NC_028881.1,Myoviridae
NC_014792.1,Myoviridae
NC_005056.1,Myoviridae
NC_012749.1,Myoviridae
NC_027383.1,Siphoviridae
NC_016517.1,Birnaviridae
NC_016518.1,Birnaviridae
NC_004068.1,Papillomaviridae
NC_030405.1,Reoviridae
NC_030406.1,Reoviridae
NC_030407.1,Reoviridae
NC_030408.1,Reoviridae
NC_030409.1,Reoviridae
NC_030410.1,Reoviridae
NC_030411.1,Reoviridae
NC_030412.1,Reoviridae
NC_030413.1,Reoviridae
NC_030414.2,Reoviridae
NC_030415.1,Reoviridae
NC_024808.1,Tombusviridae
NC_035190.1,Alphaflexiviridae
NC_010738.1,Caulimoviridae
NC_003556.1,Geminiviridae
NC_030238.1,Geminiviridae
NC_005319.1,Geminiviridae
NC_008304.1,Geminiviridae
NC_008305.1,Geminiviridae
NC_031339.1,Potyviridae
NC_012553.1,Geminiviridae
NC_012554.2,Geminiviridae
NC_012639.1,Baculoviridae
NC_009527.1,Rhabdoviridae
NC_009528.2,Rhabdoviridae
NC_002615.1,Caliciviridae
NC_025246.1,Circoviridae
NC_017940.1,Iridoviridae
NC_013105.1,Fimoviridae
NC_013106.1,Fimoviridae
NC_013107.1,Fimoviridae
NC_013108.1,Fimoviridae
NC_032087.1,Iflaviridae
NC_003696.1,Reoviridae
NC_003697.1,Reoviridae
NC_003698.1,Reoviridae
NC_003699.1,Reoviridae
NC_003700.1,Reoviridae
NC_003701.1,Reoviridae
NC_003702.1,Reoviridae
NC_003703.1,Reoviridae
NC_003704.1,Reoviridae
NC_003705.1,Reoviridae
NC_003706.1,Reoviridae
NC_003707.1,Reoviridae
NC_013094.1,Nanoviridae
NC_013095.1,Nanoviridae
NC_013096.1,Nanoviridae
NC_013097.1,Nanoviridae
NC_013098.1,Nanoviridae
NC_013099.1,Nanoviridae
NC_013100.1,Nanoviridae
NC_013101.1,Nanoviridae
NC_003559.1,Nanoviridae
NC_003560.1,Nanoviridae
NC_003561.1,Nanoviridae
NC_003562.1,Nanoviridae
NC_003563.1,Nanoviridae
NC_003564.1,Nanoviridae
NC_003566.1,Nanoviridae
NC_024457.1,Nanoviridae
NC_025485.1,Reoviridae
NC_025486.1,Reoviridae
NC_025487.1,Reoviridae
NC_025488.1,Reoviridae
NC_025489.1,Reoviridae
NC_025490.1,Reoviridae
NC_025491.1,Reoviridae
NC_025492.1,Reoviridae
NC_025493.1,Reoviridae
NC_035779.1,Picornaviridae
NC_034162.1,Reoviridae
NC_034163.1,Reoviridae
NC_034164.1,Reoviridae
NC_034165.1,Reoviridae
NC_034166.1,Reoviridae
NC_034168.1,Reoviridae
NC_034169.1,Reoviridae
NC_034170.1,Reoviridae
NC_034171.1,Reoviridae
NC_034172.1,Reoviridae
NC_034173.1,Reoviridae
NC_027787.1,Circoviridae
NC_025253.1,Rhabdoviridae
NC_035675.1,Caliciviridae
NC_011183.1,Phycodnaviridae
NC_013590.2,Herpesviridae
NC_024700.1,Circoviridae
NC_022249.1,Astroviridae
NC_022800.1,Parvoviridae
NC_001481.2,Caliciviridae
NC_001482.1,Retroviridae
NC_001940.1,Retroviridae
NC_016156.1,Picornaviridae
NC_028099.1,Herpesviridae
NC_022373.1,Papillomaviridae
NC_035479.1,Papillomaviridae
NC_030292.1,Coronaviridae
NC_022253.1,Papillomaviridae
NC_027791.1,Circoviridae
NC_017830.1,Caulimoviridae
NC_015494.1,Partitiviridae
NC_015495.1,Partitiviridae
NC_015229.1,Tymoviridae
NC_029562.1,Fimoviridae
NC_029563.1,Fimoviridae
NC_029564.1,Fimoviridae
NC_029565.1,Fimoviridae
NC_029566.1,Fimoviridae
NC_029568.1,Fimoviridae
NC_003554.1,Caulimoviridae
NC_007154.1,Reoviridae
NC_007155.1,Reoviridae
NC_007156.1,Reoviridae
NC_007157.1,Reoviridae
NC_007158.1,Reoviridae
NC_007159.1,Reoviridae
NC_007160.1,Reoviridae
NC_007161.1,Reoviridae
NC_007162.1,Reoviridae
NC_007163.1,Reoviridae
NC_025341.1,Rhabdoviridae
NC_008522.1,Circoviridae
NC_036582.1,Poxviridae
NC_006356.2,Siphoviridae
NC_027125.1,Myoviridae
NC_010757.1,Arenaviridae
NC_010759.1,Arenaviridae
NC_004144.1,Nodaviridae
NC_004146.1,Nodaviridae
NC_023021.1,Dicistroviridae
NC_023022.1,Iflaviridae
NC_013528.1,Togaviridae
NC_001720.1,Adenoviridae
AC_000014.1,Adenoviridae
NC_021221.1,Adenoviridae
NC_015323.1,Adenoviridae
NC_000899.1,Adenoviridae
AC_000013.1,Adenoviridae
NC_014969.1,Adenoviridae
NC_002188.1,Poxviridae
NC_028867.1,Rhabdoviridae
NC_001483.1,Alphaflexiviridae
NC_009519.1,Partitiviridae
NC_009520.1,Partitiviridae
NC_009521.1,Partitiviridae
NC_006566.1,Bromoviridae
NC_006567.1,Bromoviridae
NC_006568.1,Bromoviridae
NC_014546.1,Virgaviridae
NC_029992.1,Arteriviridae
NC_014064.1,Potyviridae
NC_018090.1,Geminiviridae
NC_018453.1,Geminiviridae
NC_010954.1,Potyviridae
NC_002501.1,Adenoviridae
NC_005946.1,Iridoviridae
NC_024306.1,Herpesviridae
NC_034466.1,Hantaviridae
NC_034467.1,Hantaviridae
NC_034473.1,Hantaviridae
NC_001403.1,Retroviridae
NC_034454.1,Rhabdoviridae
NC_023879.1,Circoviridae
NC_035110.1,Picornaviridae
NC_020469.1,Tombusviridae
NC_026622.1,Narnaviridae
NC_026621.1,Narnaviridae
NC_023680.1,Hypoviridae
NC_032212.1,Hypoviridae
NC_027563.1,Chrysoviridae
NC_027564.1,Chrysoviridae
NC_027565.1,Chrysoviridae
NC_027566.1,Chrysoviridae
NC_030861.1,Narnaviridae
NC_030862.1,Narnaviridae
NC_030863.1,Narnaviridae
NC_030864.1,Narnaviridae
NC_030865.1,Narnaviridae
NC_030866.1,Narnaviridae
NC_030878.1,Partitiviridae
NC_030879.1,Partitiviridae
NC_030867.1,Totiviridae
NC_030877.1,Partitiviridae
NC_030882.1,Partitiviridae
NC_003883.1,Partitiviridae
NC_003884.1,Partitiviridae
NC_003885.1,Partitiviridae
NC_003886.1,Partitiviridae
NC_033723.1,Flaviviridae
NC_023892.1,Betaflexiviridae
NC_026246.1,Arenaviridae
NC_026247.1,Arenaviridae
NC_001818.1,Tombusviridae
NC_006623.1,Herpesviridae
NC_002229.3,Herpesviridae
NC_024452.1,Parvoviridae
NC_018400.1,Picornaviridae
NC_028964.1,Picornaviridae
NC_001457.1,Papillomaviridae
NC_014185.1,Papillomaviridae
NC_016157.1,Papillomaviridae
NC_014469.1,Papillomaviridae
NC_014955.1,Papillomaviridae
NC_014952.1,Papillomaviridae
NC_014954.1,Papillomaviridae
NC_017993.1,Papillomaviridae
NC_017995.1,Papillomaviridae
NC_017997.1,Papillomaviridae
NC_033781.1,Papillomaviridae
NC_019023.1,Papillomaviridae
NC_001690.1,Papillomaviridae
NC_028125.1,Papillomaviridae
NC_022892.1,Papillomaviridae
NC_023891.1,Papillomaviridae
NC_001691.1,Papillomaviridae
NC_001693.1,Papillomaviridae
NC_010329.1,Papillomaviridae
NC_008188.1,Papillomaviridae
NC_008189.1,Papillomaviridae
NC_012213.1,Papillomaviridae
NC_012485.1,Papillomaviridae
NC_014956.1,Papillomaviridae
NC_012486.1,Papillomaviridae
NC_013035.1,Papillomaviridae
NC_014953.1,Papillomaviridae
NC_027793.1,Circoviridae
NC_031988.1,Rhabdoviridae
NC_016440.1,Betaflexiviridae
NC_003375.1,Alphaflexiviridae
NC_025789.1,Alphaflexiviridae
NC_003376.1,Alphaflexiviridae
NC_022961.1,Alphaflexiviridae
NC_004012.1,Alphaflexiviridae
NC_001800.1,Alphaflexiviridae
NC_035209.1,Circoviridae
NC_031691.1,Rhabdoviridae
NC_012134.1,Bromoviridae
NC_012135.1,Bromoviridae
NC_012136.1,Bromoviridae
NC_011189.1,Secoviridae
NC_011190.1,Secoviridae
NC_024501.1,Virgaviridae
NC_024502.1,Virgaviridae
NC_023612.1,Siphoviridae
NC_029073.1,Siphoviridae
NC_006558.1,Togaviridae
NC_025256.1,Paramyxoviridae
NC_026244.1,Polyomaviridae
NC_035192.1,Anelloviridae
NC_035200.1,Circoviridae
NC_035195.1,Circoviridae
NC_035194.1,Circoviridae
NC_035196.1,Circoviridae
NC_035181.1,Polyomaviridae
NC_003555.1,Totiviridae
NC_001885.3,Retroviridae
NC_008837.1,Polydnaviridae
NC_008838.1,Polydnaviridae
NC_008839.1,Polydnaviridae
NC_008840.1,Polydnaviridae
NC_008841.1,Polydnaviridae
NC_008842.1,Polydnaviridae
NC_008843.1,Polydnaviridae
NC_008844.1,Polydnaviridae
NC_008845.1,Polydnaviridae
NC_008846.1,Polydnaviridae
NC_008847.1,Polydnaviridae
NC_008848.1,Polydnaviridae
NC_008849.1,Polydnaviridae
NC_008850.1,Polydnaviridae
NC_008851.1,Polydnaviridae
NC_008852.1,Polydnaviridae
NC_008853.1,Polydnaviridae
NC_008854.1,Polydnaviridae
NC_008855.1,Polydnaviridae
NC_008856.1,Polydnaviridae
NC_008857.1,Polydnaviridae
NC_008858.1,Polydnaviridae
NC_008859.1,Polydnaviridae
NC_008860.1,Polydnaviridae
NC_008861.1,Polydnaviridae
NC_008862.1,Polydnaviridae
NC_008863.1,Polydnaviridae
NC_008864.1,Polydnaviridae
NC_008865.1,Polydnaviridae
NC_008866.1,Polydnaviridae
NC_008867.1,Polydnaviridae
NC_008868.1,Polydnaviridae
NC_008869.1,Polydnaviridae
NC_008870.1,Polydnaviridae
NC_008871.1,Polydnaviridae
NC_008872.1,Polydnaviridae
NC_008873.1,Polydnaviridae
NC_008874.1,Polydnaviridae
NC_008875.1,Polydnaviridae
NC_008876.1,Polydnaviridae
NC_008877.1,Polydnaviridae
NC_008878.1,Polydnaviridae
NC_008879.1,Polydnaviridae
NC_008880.1,Polydnaviridae
NC_008881.1,Polydnaviridae
NC_008882.1,Polydnaviridae
NC_008883.1,Polydnaviridae
NC_008884.1,Polydnaviridae
NC_008885.1,Polydnaviridae
NC_008886.1,Polydnaviridae
NC_008887.1,Polydnaviridae
NC_008888.1,Polydnaviridae
NC_008889.1,Polydnaviridae
NC_008890.1,Polydnaviridae
NC_008891.1,Polydnaviridae
NC_008892.1,Polydnaviridae
NC_008893.1,Polydnaviridae
NC_008894.1,Polydnaviridae
NC_008895.1,Polydnaviridae
NC_008896.1,Polydnaviridae
NC_008897.1,Polydnaviridae
NC_008898.1,Polydnaviridae
NC_008899.1,Polydnaviridae
NC_008900.1,Polydnaviridae
