accession,family
NC_039069.1,Smacoviridae
NC_039070.1,Smacoviridae
NC_039071.1,Smacoviridae
NC_039072.1,Secoviridae
NC_039073.1,Secoviridae
NC_039074.1,Bromoviridae
NC_039075.1,Bromoviridae
NC_039076.1,Bromoviridae
NC_039077.1,Secoviridae
NC_039078.1,Secoviridae
NC_039082.1,Geminiviridae
NC_039086.1,Papillomaviridae
NC_039087.1,Betaflexiviridae
NC_039088.1,Potyviridae
NC_039089.1,Papillomaviridae
NC_038319.1,Picornaviridae
NC_039190.1,Bornaviridae
NC_039194.1,Paramyxoviridae
NC_039195.1,Paramyxoviridae
NC_039196.1,Paramyxoviridae
NC_039197.1,Paramyxoviridae
NC_039198.1,Paramyxoviridae
NC_039201.1,Rhabdoviridae
NC_039202.1,Rhabdoviridae
NC_039206.1,Rhabdoviridae
NC_039209.1,Picornaviridae
NC_039211.1,Picornaviridae
NC_039212.1,Picornaviridae
NC_039213.1,Baculoviridae
NC_039214.1,Circoviridae
NC_039215.1,Circoviridae
NC_039216.1,Endornaviridae
NC_039223.1,Paramyxoviridae
NC_039228.1,Retroviridae
NC_039230.1,Paramyxoviridae
NC_039231.1,Pneumoviridae
NC_039235.1,Picornaviridae
NC_039236.1,Polycipiviridae
NC_039237.1,Flaviviridae
NC_039238.1,Retroviridae
NC_039242.1,Retroviridae
NC_039199.1,Pneumoviridae
NC_030452.1,Tombusviridae
NC_034486.1,Peribunyaviridae
NC_034487.1,Peribunyaviridae
NC_034506.1,Peribunyaviridae
NC_034534.1,Rhabdoviridae
NC_034535.1,Rhabdoviridae
NC_034540.1,Rhabdoviridae
NC_034557.1,Hantaviridae
NC_034558.1,Hantaviridae
NC_034564.1,Hantaviridae
NC_034536.1,Rhabdoviridae
NC_034532.1,Parvoviridae
NC_034559.1,Hantaviridae
NC_034560.1,Hantaviridae
NC_034565.1,Hantaviridae
NC_034549.1,Rhabdoviridae
NC_034550.1,Rhabdoviridae
NC_034530.1,Rhabdoviridae
NC_034541.1,Rhabdoviridae
NC_034538.1,Rhabdoviridae
NC_034537.1,Rhabdoviridae
NC_034533.1,Rhabdoviridae
NC_034531.1,Rhabdoviridae
NC_034529.1,Rhabdoviridae
NC_034457.1,Peribunyaviridae
NC_034459.1,Peribunyaviridae
NC_034461.1,Peribunyaviridae
NC_034458.1,Peribunyaviridae
NC_034460.1,Peribunyaviridae
NC_034468.1,Peribunyaviridae
NC_030451.1,Rhabdoviridae
NC_034544.1,Rhabdoviridae
NC_034543.1,Rhabdoviridae
NC_034542.1,Rhabdoviridae
NC_030476.1,Microviridae
NC_030466.1,Circoviridae
NC_034388.1,Nairoviridae
NC_034389.1,Nairoviridae
NC_034392.1,Nairoviridae
NC_030463.1,Circoviridae
NC_030460.1,Circoviridae
NC_030464.1,Circoviridae
NC_030468.1,Circoviridae
NC_030469.1,Circoviridae
NC_030465.1,Circoviridae
NC_030467.1,Circoviridae
NC_030470.1,Circoviridae
NC_030473.1,Circoviridae
NC_030478.1,Circoviridae
NC_030455.1,Circoviridae
NC_030457.1,Circoviridae
NC_030459.1,Circoviridae
NC_030471.1,Circoviridae
NC_030474.1,Circoviridae
NC_030477.1,Circoviridae
NC_030456.1,Circoviridae
NC_030475.1,Circoviridae
NC_034444.1,Caliciviridae
NC_034452.1,Picobirnaviridae
NC_034204.1,Flaviviridae
NC_034207.1,Solemoviridae
NC_034208.1,Potyviridae
NC_034206.1,Picornaviridae
NC_034508.1,Rhabdoviridae
NC_034509.1,Virgaviridae
NC_034515.1,Hantaviridae
NC_034525.1,Hantaviridae
NC_034528.1,Hantaviridae
NC_034518.1,Hantaviridae
NC_034519.1,Hantaviridae
NC_034527.1,Hantaviridae
NC_034517.1,Hantaviridae
NC_034526.1,Hantaviridae
NC_034456.1,Polyomaviridae
NC_039191.1,Phenuiviridae
NC_039192.1,Phenuiviridae
NC_039193.1,Phenuiviridae
NC_038751.1,Phenuiviridae
NC_038752.1,Phenuiviridae
NC_038753.1,Phenuiviridae
NC_038754.1,Phenuiviridae
NC_039183.1,Peribunyaviridae
NC_039184.1,Peribunyaviridae
NC_038932.1,Virgaviridae
NC_038369.1,Baculoviridae
NC_030403.1,Geminiviridae
NC_030445.1,Hepadnaviridae
NC_030446.1,Hepadnaviridae
NC_039224.1,Benyviridae
NC_039225.1,Benyviridae
NC_039226.1,Benyviridae
NC_039227.1,Benyviridae
NC_038574.1,Reoviridae
NC_038575.1,Reoviridae
NC_038576.1,Reoviridae
NC_038578.1,Reoviridae
NC_038579.1,Reoviridae
NC_038580.1,Reoviridae
NC_038581.1,Reoviridae
NC_038582.1,Reoviridae
NC_038583.1,Reoviridae
NC_038790.1,Geminiviridae
NC_038791.1,Geminiviridae
NC_038778.1,Chrysoviridae
NC_038779.1,Chrysoviridae
NC_038780.1,Chrysoviridae
NC_038781.1,Chrysoviridae
NC_038376.1,Bidnaviridae
NC_038377.1,Bidnaviridae
NC_038835.1,Partitiviridae
NC_038817.1,Orthomyxoviridae
NC_038818.1,Orthomyxoviridae
NC_038819.1,Orthomyxoviridae
NC_038820.1,Orthomyxoviridae
NC_038821.1,Orthomyxoviridae
NC_038822.1,Orthomyxoviridae
NC_038839.1,Partitiviridae
NC_038840.1,Partitiviridae
NC_038827.1,Partitiviridae
NC_038828.1,Partitiviridae
NC_038841.1,Partitiviridae
NC_038842.1,Partitiviridae
NC_038829.1,Partitiviridae
NC_038830.1,Partitiviridae
NC_038831.1,Partitiviridae
NC_038832.1,Partitiviridae
NC_038833.1,Partitiviridae
NC_038834.1,Partitiviridae
NC_038298.1,Hantaviridae
NC_038299.1,Hantaviridae
NC_038300.1,Hantaviridae
NC_039005.1,Arenaviridae
NC_038850.1,Virgaviridae
NC_038851.1,Virgaviridae
NC_002654.2,Baculoviridae
NC_023162.1,Picornaviridae
NC_032097.1,Parvoviridae
NC_032681.1,Togaviridae
NC_039185.1,Peribunyaviridae
NC_038933.1,Virgaviridae
NC_038836.1,Partitiviridae
NC_004162.2,Togaviridae
NC_039345.1,Filoviridae
NC_031755.1,Circoviridae
NC_033493.1,Secoviridae
NC_014373.1,Filoviridae
NC_039476.1,Caliciviridae
NC_029646.1,Caliciviridae
NC_028963.1,Arteriviridae
NC_032987.1,Arteriviridae
NC_038991.1,Geminiviridae
NC_028459.1,Genomoviridae
NC_034566.1,Hantaviridae
NC_026168.1,Genomoviridae
NC_001664.4,Herpesviridae
NC_007733.2,Tombusviridae
NC_015782.2,Betaflexiviridae
NC_016038.2,Solemoviridae
NC_028237.2,Rhabdoviridae
NC_040433.1,Amalgaviridae
NC_040590.1,Amalgaviridae
NC_040592.1,Amalgaviridae
NC_040593.1,Amalgaviridae
NC_040663.1,Amalgaviridae
NC_040777.1,Amalgaviridae
NC_040778.1,Amalgaviridae
NC_033780.2,Baculoviridae
NC_033819.1,Picornaviridae
NC_040796.1,Paramyxoviridae
NC_042068.1,Cystoviridae
NC_042069.1,Cystoviridae
NC_042070.1,Cystoviridae
NC_001477.1,Flaviviridae
NC_009823.1,Flaviviridae
NC_009827.1,Flaviviridae
NC_038429.1,Flaviviridae
NC_000943.1,Flaviviridae
NC_001655.1,Flaviviridae
NC_001672.1,Flaviviridae
NC_001809.1,Flaviviridae
NC_002031.1,Flaviviridae
NC_003635.1,Flaviviridae
NC_003687.1,Flaviviridae
NC_003690.1,Flaviviridae
NC_004119.1,Flaviviridae
NC_005062.1,Flaviviridae
NC_008718.1,Flaviviridae
NC_008719.1,Flaviviridae
NC_023424.1,Flaviviridae
NC_023439.1,Flaviviridae
NC_026620.1,Flaviviridae
NC_026624.1,Flaviviridae
NC_027709.1,Flaviviridae
NC_027999.1,Flaviviridae
NC_029054.2,Flaviviridae
NC_030289.1,Flaviviridae
NC_033693.1,Flaviviridae
NC_033694.1,Flaviviridae
NC_033697.1,Flaviviridae
NC_033698.1,Flaviviridae
NC_033699.1,Flaviviridae
NC_033721.1,Flaviviridae
NC_005064.1,Flaviviridae
NC_006551.1,Flaviviridae
NC_008604.2,Flaviviridae
NC_009029.2,Flaviviridae
NC_012671.1,Flaviviridae
NC_012932.1,Flaviviridae
NC_016997.1,Flaviviridae
NC_017086.1,Flaviviridae
NC_018705.3,Flaviviridae
NC_026623.1,Flaviviridae
NC_027817.1,Flaviviridae
NC_027819.1,Flaviviridae
NC_030401.1,Flaviviridae
NC_032088.1,Flaviviridae
NC_033723.1,Flaviviridae
NC_033724.1,Flaviviridae
NC_033726.1,Flaviviridae
NC_034018.1,Flaviviridae
NC_034151.1,Flaviviridae
NC_034242.1,Flaviviridae
NC_035889.1,Flaviviridae
NC_039218.1,Flaviviridae
NC_039219.1,Flaviviridae
NC_040776.1,Flaviviridae
NC_040682.1,Flaviviridae
NC_040610.1,Flaviviridae
NC_040788.1,Flaviviridae
NC_001669.1,Polyomaviridae
NC_002690.1,Nodaviridae
NC_004018.1,Partitiviridae
NC_004019.1,Partitiviridae
NC_004020.1,Partitiviridae
NC_007461.1,Microviridae
NC_008495.1,Geminiviridae
NC_009333.1,Herpesviridae
NC_009530.1,Iflaviridae
NC_011399.1,Inoviridae
NC_011829.1,Picornaviridae
NC_012091.2,Cystoviridae
NC_012092.1,Cystoviridae
NC_012093.1,Cystoviridae
NC_012213.1,Papillomaviridae
NC_012533.1,Flaviviridae
NC_012534.1,Flaviviridae
NC_012735.1,Flaviviridae
NC_013590.2,Herpesviridae
NC_014952.1,Papillomaviridae
NC_014953.1,Papillomaviridae
NC_014954.1,Papillomaviridae
NC_014956.1,Papillomaviridae
NC_022619.1,Endornaviridae
NC_024018.2,Flaviviridae
NC_027221.1,Megabirnaviridae
NC_027222.1,Megabirnaviridae
NC_030119.1,Smacoviridae
NC_030120.1,Smacoviridae
NC_030121.1,Smacoviridae
NC_030122.1,Smacoviridae
NC_030123.1,Smacoviridae
NC_030124.1,Smacoviridae
NC_030125.1,Smacoviridae
NC_030128.1,Smacoviridae
NC_030129.1,Smacoviridae
NC_033770.1,Partitiviridae
NC_033771.1,Partitiviridae
NC_034614.1,Amalgaviridae
NC_034615.1,Amalgaviridae
NC_035070.1,Amalgaviridae
NC_035211.1,Circoviridae
NC_035212.1,Circoviridae
NC_035213.1,Circoviridae
NC_035462.1,Betaflexiviridae
NC_035463.1,Mitoviridae
NC_038234.1,Geminiviridae
NC_038257.1,Phenuiviridae
NC_038258.1,Phenuiviridae
NC_038259.1,Phenuiviridae
NC_038273.1,Hantaviridae
NC_038274.1,Hantaviridae
NC_038309.1,Picornaviridae
NC_038312.1,Picornaviridae
NC_038365.1,Arenaviridae
NC_038368.1,Astroviridae
NC_038393.1,Circoviridae
NC_038394.1,Circoviridae
NC_038395.1,Circoviridae
NC_038422.1,Endornaviridae
NC_038451.1,Geminiviridae
NC_038504.1,Hepeviridae
NC_038513.1,Hantaviridae
NC_038514.1,Hantaviridae
NC_038515.1,Hantaviridae
NC_038546.1,Parvoviridae
NC_038559.1,Polyomaviridae
NC_038584.1,Reoviridae
NC_038585.1,Reoviridae
NC_038586.1,Reoviridae
NC_038587.1,Reoviridae
NC_038588.1,Reoviridae
NC_038589.1,Reoviridae
NC_038590.1,Reoviridae
NC_038591.1,Reoviridae
NC_038592.1,Reoviridae
NC_038593.1,Reoviridae
NC_038594.1,Reoviridae
NC_038595.1,Reoviridae
NC_038596.1,Reoviridae
NC_038597.1,Reoviridae
NC_038598.1,Reoviridae
NC_038599.1,Reoviridae
NC_038600.1,Reoviridae
NC_038601.1,Reoviridae
NC_038602.1,Reoviridae
NC_038603.1,Reoviridae
NC_038604.1,Reoviridae
NC_038605.1,Reoviridae
NC_038606.1,Reoviridae
NC_038607.1,Reoviridae
NC_038608.1,Reoviridae
NC_038609.1,Reoviridae
NC_038610.1,Reoviridae
NC_038611.1,Reoviridae
NC_038612.1,Reoviridae
NC_038613.1,Reoviridae
NC_038706.1,Phasmaviridae
NC_038707.1,Phasmaviridae
NC_038708.1,Phasmaviridae
NC_038843.1,Partitiviridae
NC_038844.1,Partitiviridae
NC_038898.1,Parvoviridae
NC_038965.1,Geminiviridae
NC_038982.1,Geminiviridae
NC_038983.1,Geminiviridae
NC_038989.1,Picornaviridae
NC_039009.1,Arenaviridae
NC_039010.1,Arenaviridae
NC_039046.1,Parvoviridae
NC_039047.1,Parvoviridae
NC_039186.1,Peribunyaviridae
NC_039187.1,Peribunyaviridae
NC_039188.1,Peribunyaviridae
NC_039203.1,Tospoviridae
NC_039204.1,Tospoviridae
NC_039205.1,Tospoviridae
NC_039210.1,Picornaviridae
NC_039217.1,Endornaviridae
NC_039220.1,Nairoviridae
NC_039221.1,Nairoviridae
NC_039222.1,Nairoviridae
NC_042071.1,Cystoviridae
NC_042072.1,Cystoviridae
NC_042073.1,Cystoviridae
NC_027716.2,Phenuiviridae
NC_024889.1,Flaviviridae
NC_038425.1,Flaviviridae
NC_038431.1,Flaviviridae
NC_027715.1,Phenuiviridae
NC_027717.1,Phenuiviridae
NC_001654.1,Retroviridae
NC_007818.1,Microviridae
NC_007819.1,Microviridae
NC_007820.1,Microviridae
NC_007822.1,Microviridae
NC_007823.1,Microviridae
NC_007824.1,Microviridae
NC_007825.1,Microviridae
NC_007827.1,Microviridae
NC_043028.1,Inoviridae
NC_043029.1,Inoviridae
NC_043034.1,Peribunyaviridae
NC_043035.1,Peribunyaviridae
NC_043036.1,Peribunyaviridae
NC_043037.1,Peribunyaviridae
NC_043042.1,Alloherpesviridae
NC_043043.1,Alloherpesviridae
NC_043044.1,Alloherpesviridae
NC_043045.1,Phenuiviridae
NC_043046.1,Phenuiviridae
NC_043047.1,Phenuiviridae
NC_043048.1,Herpesviridae
NC_043049.1,Phenuiviridae
NC_043050.1,Phenuiviridae
NC_043051.1,Phenuiviridae
NC_043052.1,Herpesviridae
NC_043053.1,Herpesviridae
NC_043054.1,Herpesviridae
NC_043056.1,Herpesviridae
NC_043058.1,Herpesviridae
NC_043059.1,Herpesviridae
NC_043060.1,Herpesviridae
NC_043061.1,Herpesviridae
NC_043062.1,Herpesviridae
NC_043063.1,Herpesviridae
NC_043064.1,Rhabdoviridae
NC_043066.1,Rhabdoviridae
NC_043068.1,Hantaviridae
NC_043069.1,Hantaviridae
NC_043070.1,Hantaviridae
NC_043071.1,Picornaviridae
NC_043072.1,Picornaviridae
NC_043073.1,Hantaviridae
NC_043074.1,Hantaviridae
NC_043075.1,Hantaviridae
NC_043076.1,Secoviridae
NC_043077.1,Secoviridae
NC_043078.1,Secoviridae
NC_043079.1,Alphaflexiviridae
NC_043080.1,Betaflexiviridae
NC_043082.1,Betaflexiviridae
NC_043083.1,Betaflexiviridae
NC_043084.1,Betaflexiviridae
NC_043085.1,Betaflexiviridae
NC_043086.1,Betaflexiviridae
NC_043087.1,Betaflexiviridae
NC_043088.1,Betaflexiviridae
NC_043090.1,Tymoviridae
NC_043091.1,Tymoviridae
NC_043095.1,Amalgaviridae
NC_043096.1,Astroviridae
NC_043097.1,Astroviridae
NC_043099.1,Astroviridae
NC_043102.1,Astroviridae
NC_043104.1,Caulimoviridae
NC_043105.1,Closteroviridae
NC_043106.1,Closteroviridae
NC_043107.1,Closteroviridae
NC_043109.1,Endornaviridae
NC_043111.1,Flaviviridae
NC_043112.1,Flaviviridae
NC_043113.1,Flaviviridae
NC_043114.1,Flaviviridae
NC_043115.1,Flaviviridae
NC_043116.1,Flaviviridae
NC_043117.1,Flaviviridae
NC_043118.1,Flaviviridae
NC_043119.1,Geminiviridae
NC_043120.1,Geminiviridae
NC_043121.1,Geminiviridae
NC_043122.1,Geminiviridae
NC_043123.1,Tombusviridae
NC_043125.1,Hantaviridae
NC_043126.1,Hantaviridae
NC_043127.1,Hantaviridae
NC_043133.1,Potyviridae
NC_043134.1,Potyviridae
NC_043135.1,Potyviridae
NC_043136.1,Potyviridae
NC_043137.1,Potyviridae
NC_043138.1,Potyviridae
NC_043139.1,Potyviridae
NC_043140.1,Potyviridae
NC_043142.1,Potyviridae
NC_043143.1,Potyviridae
NC_043144.1,Potyviridae
NC_043145.1,Potyviridae
NC_043146.1,Potyviridae
NC_043147.1,Potyviridae
NC_043148.1,Potyviridae
NC_043149.1,Potyviridae
NC_043150.1,Potyviridae
NC_043151.1,Potyviridae
NC_043152.1,Potyviridae
NC_043153.1,Potyviridae
NC_043154.1,Potyviridae
NC_043155.1,Potyviridae
NC_043156.1,Potyviridae
NC_043157.1,Potyviridae
NC_043158.1,Potyviridae
NC_043159.1,Potyviridae
NC_043160.1,Potyviridae
NC_043161.1,Potyviridae
NC_043162.1,Potyviridae
NC_043163.1,Potyviridae
NC_043164.1,Potyviridae
NC_043165.1,Potyviridae
NC_043167.1,Potyviridae
NC_043168.1,Potyviridae
NC_043169.1,Potyviridae
NC_043170.1,Potyviridae
NC_043171.1,Potyviridae
NC_043172.1,Potyviridae
NC_043173.1,Potyviridae
NC_043174.1,Hantaviridae
NC_043175.1,Hantaviridae
NC_043176.1,Hantaviridae
NC_043177.1,Potyviridae
NC_043180.1,Reoviridae
NC_043181.1,Reoviridae
NC_043182.1,Reoviridae
NC_043183.1,Reoviridae
NC_043184.1,Reoviridae
NC_043185.1,Reoviridae
NC_043186.1,Reoviridae
NC_043187.1,Reoviridae
NC_043188.1,Reoviridae
NC_043189.1,Reoviridae
NC_043190.1,Reoviridae
NC_043191.1,Reoviridae
NC_043192.1,Reoviridae
NC_043193.1,Retroviridae
NC_043194.1,Retroviridae
NC_043196.1,Retroviridae
NC_043199.1,Togaviridae
NC_043206.1,Tombusviridae
NC_043207.1,Phenuiviridae
NC_043208.1,Phenuiviridae
NC_043209.1,Phenuiviridae
NC_043210.1,Tospoviridae
NC_043213.1,Tobaniviridae
NC_043223.1,Marseilleviridae
NC_043224.1,Marseilleviridae
NC_043225.1,Marseilleviridae
NC_043226.1,Marseilleviridae
NC_043227.1,Marseilleviridae
NC_043228.1,Marseilleviridae
NC_043382.1,Retroviridae
NC_043385.1,Secoviridae
NC_043386.1,Secoviridae
NC_043392.1,Partitiviridae
NC_043393.1,Partitiviridae
NC_043394.1,Partitiviridae
NC_043395.1,Partitiviridae
NC_043396.1,Partitiviridae
NC_043397.1,Partitiviridae
NC_043400.1,Virgaviridae
NC_043401.1,Virgaviridae
NC_043402.1,Togaviridae
NC_043403.1,Togaviridae
NC_043407.1,Hantaviridae
NC_043408.1,Hantaviridae
NC_043409.1,Hantaviridae
NC_043411.1,Secoviridae
NC_043412.1,Betaflexiviridae
NC_043416.1,Astroviridae
NC_043417.1,Closteroviridae
NC_043418.1,Geminiviridae
NC_043419.1,Solemoviridae
NC_043420.1,Potyviridae
NC_043421.1,Potyviridae
NC_043422.1,Potyviridae
NC_043423.1,Potyviridae
NC_043424.1,Potyviridae
NC_043425.1,Potyviridae
NC_043426.1,Retroviridae
NC_043431.1,Peribunyaviridae
NC_043432.1,Bacilladnaviridae
NC_043433.1,Geminiviridae
NC_043445.1,Retroviridae
NC_043446.1,Parvoviridae
NC_043450.1,Phenuiviridae
NC_043451.1,Phenuiviridae
NC_043452.1,Phenuiviridae
NC_043453.1,Closteroviridae
NC_043470.1,Chuviridae
NC_043471.1,Chuviridae
NC_043472.1,Chuviridae
NC_043473.1,Chuviridae
NC_043474.1,Tobaniviridae
NC_043476.1,Chuviridae
NC_043484.1,Xinmoviridae
NC_043485.1,Nyamiviridae
NC_043486.1,Nyamiviridae
NC_043488.1,Mesoniviridae
NC_043489.1,Mesoniviridae
NC_043490.1,Tobaniviridae
NC_043499.1,Wupedeviridae
NC_043500.1,Wupedeviridae
NC_043501.1,Wupedeviridae
NC_043512.1,Caliciviridae
NC_043513.1,Geminiviridae
NC_043514.1,Geminiviridae
NC_043515.1,Marnaviridae
NC_043516.1,Caliciviridae
NC_043518.1,Marnaviridae
NC_043519.1,Marnaviridae
NC_043521.1,Botourmiaviridae
NC_043522.1,Botourmiaviridae
NC_043523.1,Caulimoviridae
NC_043525.1,Rhabdoviridae
NC_043527.1,Hantaviridae
NC_043528.1,Hepadnaviridae
NC_043529.1,Baculoviridae
NC_043530.1,Baculoviridae
NC_043531.1,Geminiviridae
NC_043532.1,Potyviridae
NC_043533.1,Geminiviridae
NC_043534.1,Caulimoviridae
NC_043535.1,Caulimoviridae
NC_043536.1,Potyviridae
NC_043537.1,Potyviridae
NC_043538.1,Rhabdoviridae
NC_043539.1,Paramyxoviridae
NC_043540.1,Paramyxoviridae
NC_043541.1,Marnaviridae
NC_043542.1,Marnaviridae
NC_043543.1,Marnaviridae
NC_043544.1,Picornaviridae
NC_043561.1,Peribunyaviridae
NC_043562.1,Peribunyaviridae
NC_043563.1,Peribunyaviridae
NC_043606.1,Peribunyaviridae
NC_043607.1,Peribunyaviridae
NC_043608.1,Peribunyaviridae
NC_043609.1,Phenuiviridae
NC_043610.1,Phenuiviridae
NC_043611.1,Phenuiviridae
NC_043656.1,Chrysoviridae
NC_043657.1,Chrysoviridae
NC_043658.1,Chrysoviridae
NC_043659.1,Chrysoviridae
NC_043660.1,Chrysoviridae
NC_043661.1,Chrysoviridae
NC_043669.1,Chrysoviridae
NC_043670.1,Chrysoviridae
NC_043671.1,Chrysoviridae
NC_043672.1,Chrysoviridae
NC_043673.1,Peribunyaviridae
NC_043674.1,Peribunyaviridae
NC_043675.1,Peribunyaviridae
NC_043676.1,Chrysoviridae
NC_043677.1,Chrysoviridae
NC_043678.1,Chrysoviridae
NC_043682.1,Marnaviridae
NC_043683.1,Botourmiaviridae
NC_043487.1,Arteriviridae
NC_001474.2,Flaviviridae
NC_001475.2,Flaviviridae
NC_002640.1,Flaviviridae
NC_004102.1,Flaviviridae
NC_025672.1,Flaviviridae
NC_031916.1,Flaviviridae
NC_038426.1,Flaviviridae
NC_038428.1,Flaviviridae
NC_038430.1,Flaviviridae
NC_038432.1,Flaviviridae
NC_044045.1,Caliciviridae
NC_044046.1,Caliciviridae
NC_001563.2,Flaviviridae
NC_009942.1,Flaviviridae
NC_012532.1,Flaviviridae
NC_029055.1,Flaviviridae
NC_031950.1,Flaviviridae
NC_044047.1,Caliciviridae
NC_029645.1,Caliciviridae
NC_029647.1,Caliciviridae
NC_039475.1,Caliciviridae
NC_021153.1,Flaviviridae
NC_039477.1,Caliciviridae
NC_040876.1,Caliciviridae
NC_025349.3,Paramyxoviridae
NC_043503.1,Tospoviridae
NC_043504.1,Tospoviridae
NC_043502.1,Tospoviridae
NC_043689.1,Peribunyaviridae
NC_043690.1,Peribunyaviridae
NC_043691.1,Peribunyaviridae
NC_043558.1,Peribunyaviridae
NC_043559.1,Peribunyaviridae
NC_043560.1,Peribunyaviridae
NC_043628.1,Peribunyaviridae
NC_043635.1,Peribunyaviridae
NC_043636.1,Peribunyaviridae
NC_043637.1,Peribunyaviridae
NC_043638.1,Peribunyaviridae
NC_043639.1,Peribunyaviridae
NC_043640.1,Peribunyaviridae
NC_043641.1,Peribunyaviridae
NC_043684.1,Secoviridae
NC_043685.1,Secoviridae
NC_043618.1,Peribunyaviridae
NC_043619.1,Peribunyaviridae
NC_043620.1,Peribunyaviridae
NC_043630.1,Peribunyaviridae
NC_043631.1,Peribunyaviridae
NC_043632.1,Peribunyaviridae
NC_043579.1,Peribunyaviridae
NC_043580.1,Peribunyaviridae
NC_043581.1,Peribunyaviridae
NC_043576.1,Peribunyaviridae
NC_043577.1,Peribunyaviridae
NC_043552.1,Peribunyaviridae
NC_043553.1,Peribunyaviridae
NC_043554.1,Peribunyaviridae
NC_043598.1,Peribunyaviridae
NC_043599.1,Peribunyaviridae
NC_043594.1,Peribunyaviridae
NC_043595.1,Peribunyaviridae
NC_043588.1,Peribunyaviridae
NC_043589.1,Peribunyaviridae
NC_043590.1,Peribunyaviridae
NC_043591.1,Peribunyaviridae
NC_043592.1,Peribunyaviridae
NC_043593.1,Peribunyaviridae
NC_043697.1,Peribunyaviridae
NC_043699.1,Peribunyaviridae
NC_043549.1,Peribunyaviridae
NC_043550.1,Peribunyaviridae
NC_043551.1,Peribunyaviridae
NC_043555.1,Peribunyaviridae
NC_043556.1,Peribunyaviridae
NC_043557.1,Peribunyaviridae
NC_043585.1,Peribunyaviridae
NC_043586.1,Peribunyaviridae
NC_043587.1,Peribunyaviridae
NC_043615.1,Peribunyaviridae
NC_043616.1,Peribunyaviridae
NC_043617.1,Peribunyaviridae
NC_043546.1,Peribunyaviridae
NC_043547.1,Peribunyaviridae
NC_043548.1,Peribunyaviridae
NC_043655.1,Peribunyaviridae
NC_043570.1,Peribunyaviridae
NC_043571.1,Peribunyaviridae
NC_043572.1,Peribunyaviridae
NC_043564.1,Peribunyaviridae
NC_043565.1,Peribunyaviridae
NC_043566.1,Peribunyaviridae
NC_043567.1,Peribunyaviridae
NC_043568.1,Peribunyaviridae
NC_043569.1,Peribunyaviridae
NC_043650.1,Peribunyaviridae
NC_043651.1,Peribunyaviridae
NC_043652.1,Peribunyaviridae
NC_043645.1,Peribunyaviridae
NC_043646.1,Peribunyaviridae
NC_043647.1,Peribunyaviridae
NC_043387.1,Secoviridae
NC_043388.1,Secoviridae
NC_043692.1,Peribunyaviridae
NC_043693.1,Peribunyaviridae
NC_043694.1,Peribunyaviridae
NC_043648.1,Rhabdoviridae
NC_043649.1,Rhabdoviridae
NC_043582.1,Peribunyaviridae
NC_043583.1,Peribunyaviridae
NC_043584.1,Peribunyaviridae
NC_043573.1,Peribunyaviridae
NC_043575.1,Peribunyaviridae
NC_043437.1,Nairoviridae
NC_043438.1,Nairoviridae
NC_043439.1,Nairoviridae
NC_043600.1,Peribunyaviridae
NC_043601.1,Peribunyaviridae
NC_043602.1,Peribunyaviridae
NC_043603.1,Peribunyaviridae
NC_043604.1,Peribunyaviridae
NC_043605.1,Peribunyaviridae
NC_043509.1,Phenuiviridae
NC_043510.1,Phenuiviridae
NC_043511.1,Phenuiviridae
NC_043506.1,Chrysoviridae
NC_043507.1,Chrysoviridae
NC_043508.1,Chrysoviridae
NC_043038.1,Phasmaviridae
NC_043040.1,Phasmaviridae
NC_043041.1,Phasmaviridae
NC_043398.1,Virgaviridae
NC_043399.1,Virgaviridae
NC_043031.1,Phasmaviridae
NC_043032.1,Phasmaviridae
NC_043033.1,Phasmaviridae
NC_043443.1,Arenaviridae
NC_043444.1,Arenaviridae
NC_043662.1,Chrysoviridae
NC_043663.1,Chrysoviridae
NC_043665.1,Chrysoviridae
NC_043667.1,Chrysoviridae
NC_043612.1,Peribunyaviridae
NC_043613.1,Peribunyaviridae
NC_043614.1,Peribunyaviridae
NC_043621.1,Peribunyaviridae
NC_043622.1,Peribunyaviridae
NC_043623.1,Peribunyaviridae
NC_043624.1,Phasmaviridae
NC_043625.1,Phasmaviridae
NC_043626.1,Phasmaviridae
NC_043477.1,Phenuiviridae
NC_043478.1,Phenuiviridae
NC_043479.1,Phenuiviridae
NC_043480.1,Phenuiviridae
NC_043481.1,Phenuiviridae
NC_043482.1,Phenuiviridae
NC_043642.1,Phasmaviridae
NC_043643.1,Phasmaviridae
NC_043644.1,Phasmaviridae
NC_043680.1,Phenuiviridae
NC_043440.1,Nairoviridae
NC_043441.1,Nairoviridae
NC_043442.1,Nairoviridae
NC_043434.1,Nairoviridae
NC_043435.1,Nairoviridae
NC_043436.1,Nairoviridae
NC_043686.1,Peribunyaviridae
NC_043687.1,Peribunyaviridae
NC_043688.1,Peribunyaviridae
NC_043383.1,Virgaviridae
NC_043384.1,Virgaviridae
NC_043367.1,Reoviridae
NC_043368.1,Reoviridae
NC_043369.1,Reoviridae
NC_043370.1,Reoviridae
NC_043371.1,Reoviridae
NC_043372.1,Reoviridae
NC_043373.1,Reoviridae
NC_043238.1,Phycodnaviridae
NC_043221.1,Closteroviridae
NC_043222.1,Closteroviridae
NC_043390.1,Aspiviridae
NC_043391.1,Aspiviridae
NC_043466.1,Alloherpesviridae
